y,x1,x2,x3,x4
1,3952.56,3952.91,3951.75,3951.94
0,3951.78,3952.28,3951.69,3952.03
0,3952.13,3952.34,3948.47,3948.47
1,3948.59,3948.69,3947.81,3948.06
1,3948.13,3948.38,3947.66,3948.38
1,3948.5,3948.91,3948.06,3948.66
1,3948.5,3949.41,3948.41,3949.34
0,3949.38,3949.84,3948.59,3949.44
0,3949.41,3949.41,3948.47,3948.72
0,3948.63,3948.94,3948.22,3948.22
0,3948.56,3948.63,3947.94,3948.03
1,3947.84,3947.94,3946.59,3946.81
1,3946.75,3947.19,3946.47,3946.88
1,3946.81,3947.47,3946.72,3947.47
0,3947.69,3949.09,3947.5,3948.97
1,3948.91,3949.09,3947,3947.06
1,3946.97,3947.44,3946.81,3947.22
1,3947.16,3947.91,3946.81,3947.75
1,3947.56,3948.81,3947.5,3948.53
0,3948.44,3949.19,3948.34,3948.94
1,3948.81,3949.63,3948.47,3948.69
0,3948.5,3949.31,3948.28,3949.31
0,3949.41,3949.41,3948.38,3948.47
0,3948.5,3948.97,3947.28,3947.28
0,3947.22,3947.31,3945.5,3945.5
0,3945.78,3946,3945.34,3945.44
0,3945.34,3945.5,3944.53,3945.13
1,3945.06,3945.69,3944.59,3944.63
0,3944.47,3945.38,3944.47,3945.13
0,3945.09,3945.28,3944.81,3945.09
0,3945.16,3945.16,3943.94,3943.94
0,3944,3944.25,3941.78,3942.09
0,3942,3942.16,3939.66,3939.88
1,3939.91,3940.13,3935.53,3935.53
1,3935.88,3938.47,3935.75,3938.22
1,3938.28,3939.31,3937.94,3939.31
0,3939.41,3939.59,3938.69,3939.59
1,3939.56,3939.78,3938.38,3938.38
1,3938.22,3939.09,3938.09,3938.59
1,3938.63,3938.91,3938.13,3938.66
1,3938.63,3940.25,3938.63,3940.09
0,3940.16,3940.94,3940,3940.88
1,3941.03,3941.47,3940.75,3940.75
0,3940.88,3941.69,3940.81,3941.56
1,3941.59,3941.63,3940.47,3941.16
0,3941.19,3942.03,3941.19,3941.78
1,3941.69,3942.5,3941.47,3941.53
0,3941.81,3942.09,3941.47,3941.56
1,3941.66,3941.88,3940.94,3941.03
1,3940.97,3941.34,3940.97,3941.31
1,3941.47,3941.75,3941.19,3941.41
1,3941.47,3942.25,3941.47,3941.97
0,3942.03,3942.41,3941.66,3942.03
0,3941.97,3941.97,3940.81,3940.88
0,3940.69,3941.34,3940.53,3940.53
1,3940.59,3941,3940.19,3940.25
1,3940.28,3940.59,3940.09,3940.34
1,3940.28,3940.44,3939.94,3940.41
0,3940.28,3940.66,3940.13,3940.56
0,3940.5,3940.84,3939.94,3940.13
0,3940.34,3940.38,3939.03,3939.09
0,3939,3939.16,3937.19,3937.19
1,3937.03,3937.28,3936.28,3936.59
0,3936.66,3938.09,3936.66,3937.97
0,3938,3938.28,3936.72,3936.94
0,3936.84,3937.19,3936.34,3936.53
1,3936.59,3936.78,3935.59,3935.66
0,3935.5,3936.78,3935.5,3936
1,3935.91,3936.03,3935.31,3935.91
0,3935.88,3936.16,3935.75,3936.03
0,3935.94,3936.03,3931.56,3931.72
0,3931.97,3931.97,3930.19,3930.5
0,3930.63,3931.34,3929.91,3929.91
1,3930.13,3930.44,3924.22,3924.66
0,3924.75,3925.41,3924,3925.28
0,3925.5,3925.56,3923.28,3923.38
1,3923.09,3923.19,3920.88,3922
1,3922.31,3923.72,3922.31,3923.22
0,3923.41,3924.47,3923.41,3923.72
0,3923.88,3924.44,3922.72,3922.91
0,3922.66,3924.44,3922.66,3922.84
0,3922.53,3922.53,3921.59,3921.91
1,3921.88,3921.91,3919.72,3920.28
1,3920.56,3922.16,3920.28,3922.13
1,3922.06,3924.25,3922.06,3924.13
0,3923.97,3924.59,3923.94,3924.59
0,3924.66,3924.91,3924.25,3924.47
0,3924.34,3924.81,3924.06,3924.19
0,3924.13,3924.75,3924.06,3924.09
1,3924.13,3924.13,3923.31,3923.47
0,3923.44,3924.56,3923.28,3924.19
0,3924.34,3924.78,3922.22,3922.22
0,3922,3922,3920.91,3920.91
1,3920.94,3920.94,3918.22,3918.63
1,3918.94,3920.22,3918.81,3919.41
0,3919.81,3921.56,3919.53,3920.59
1,3920.5,3920.63,3919.28,3919.78
1,3919.84,3921.44,3919.78,3921.34
1,3921.38,3923.5,3921.19,3923.38
0,3923.25,3924.38,3923.25,3924.16
0,3924.06,3924.19,3923.47,3923.47
1,3923.53,3924.06,3922.78,3922.78
1,3922.84,3924.13,3922.72,3923.81
0,3923.84,3924.28,3923.75,3924.09
0,3924.22,3924.91,3922.16,3922.47
1,3922.41,3922.53,3921.28,3921.47
0,3921.44,3923.25,3921.06,3922.56
1,3922.63,3922.81,3921.09,3921.16
0,3921.28,3921.84,3920.97,3921.22
1,3921.34,3921.59,3920.66,3920.84
1,3920.75,3921.56,3920.75,3921.09
0,3920.91,3922.38,3920.91,3922.06
0,3922.22,3922.47,3921.38,3921.63
0,3921.94,3922.38,3921.41,3921.63
1,3921.56,3921.81,3920.84,3921.28
1,3921.31,3922.41,3921.31,3922.31
1,3922.34,3923.34,3922.28,3923.31
1,3923.34,3924.31,3923,3924.28
1,3924.25,3925.25,3924.25,3924.75
1,3924.69,3925.38,3924.69,3924.84
1,3924.81,3925.66,3924.69,3925.53
0,3925.47,3926.34,3925.38,3926.03
1,3925.88,3925.88,3924.16,3924.16
1,3924.06,3925.56,3924.06,3925.28
1,3925.31,3926.09,3925.22,3926
1,3926.16,3926.84,3925.75,3926.84
0,3927,3927.5,3926.72,3927.44
1,3927.34,3927.34,3926.09,3926.25
0,3926.22,3928.06,3926.09,3927.59
1,3927.47,3927.94,3927,3927.13
1,3927.25,3929.22,3926.78,3928.28
1,3928.38,3929.03,3928.25,3928.69
1,3928.59,3929.22,3928.56,3929.13
1,3929.09,3929.56,3929.06,3929.22
0,3929.16,3931,3929.16,3930.44
0,3930.56,3930.75,3929.22,3929.31
0,3929.25,3929.5,3928.97,3929.22
1,3929.25,3929.25,3928.13,3928.19
1,3928.22,3928.53,3928.13,3928.34
1,3929.06,3929.53,3928.75,3929.19
1,3929.34,3930.06,3929.22,3929.91
0,3929.84,3930.25,3929.84,3930
0,3929.97,3929.97,3928.75,3928.84
0,3928.88,3929.22,3928.34,3928.34
1,3928.22,3928.28,3927.31,3928.09
0,3928.06,3928.59,3927.72,3928.59
0,3928.56,3928.66,3926.53,3926.69
0,3926.81,3926.81,3926,3926.06
1,3925.91,3925.94,3925.16,3925.38
0,3925.31,3926.72,3925.22,3926.63
1,3926.66,3926.91,3925.53,3925.53
0,3925.72,3927.03,3925.28,3925.81
1,3925.72,3925.94,3924.91,3925.19
1,3925.22,3926.56,3925.22,3926.47
1,3926.38,3927.19,3926,3927.13
0,3927.09,3927.69,3926.81,3927.47
0,3927.44,3927.72,3926.22,3926.44
1,3926.47,3927.19,3925.78,3926.03
1,3925.94,3926.13,3925.44,3926.13
0,3926.28,3926.75,3926.06,3926.47
1,3926.31,3926.63,3925.5,3925.91
0,3925.78,3926.47,3925.78,3926.34
1,3926.09,3926.38,3925.34,3925.34
1,3925.47,3926.09,3924.97,3925.84
1,3925.91,3926.22,3925.66,3926
0,3925.94,3927.16,3925.94,3926.75
0,3926.72,3926.88,3926.13,3926.56
1,3926.41,3926.72,3926.06,3926.16
1,3926.03,3926.53,3926.03,3926.22
1,3926.16,3926.72,3926.13,3926.56
0,3926.63,3926.97,3926.56,3926.84
0,3926.88,3927.25,3926,3926.06
0,3926.09,3926.22,3925.38,3925.38
0,3925.28,3925.28,3924.41,3924.56
1,3924.69,3924.69,3924.06,3924.31
0,3924.22,3924.72,3924.22,3924.47
1,3924.59,3924.59,3923.34,3924.22
1,3924.25,3925.03,3924.19,3924.88
1,3924.94,3925.78,3924.88,3925.5
0,3925.53,3926.09,3925.28,3925.97
1,3925.91,3926.56,3925.41,3925.47
1,3925.5,3926.91,3925.34,3926.84
1,3926.97,3927.28,3926.72,3926.91
1,3927.41,3927.41,3926.94,3927.06
1,3927,3927.69,3927,3927.25
1,3927.16,3927.63,3926.38,3927.56
1,3927.5,3928,3927.47,3927.66
0,3927.75,3928.91,3927.75,3928.66
1,3928.5,3929.09,3928.25,3928.5
0,3928.34,3929.31,3928.34,3929.13
1,3929.09,3929.25,3928.34,3928.47
1,3928.53,3929.13,3928.38,3928.84
0,3928.78,3929.31,3928.69,3929.19
0,3929.25,3929.25,3928.31,3928.34
0,3928.31,3928.56,3928,3928.03
1,3928.38,3928.38,3926.63,3926.91
1,3926.94,3927.16,3926.19,3927.16
0,3927.19,3927.66,3927.19,3927.59
1,3927.53,3927.91,3927.41,3927.5
1,3927.44,3928,3927.22,3927.88
1,3927.78,3928.31,3927.75,3928.03
0,3928,3928.53,3928,3928.41
0,3928.47,3928.94,3928.28,3928.34
0,3928.31,3928.63,3927.88,3928.03
0,3928.09,3928.19,3927.72,3927.81
0,3927.84,3928.03,3927.53,3927.63
0,3927.5,3927.78,3927.03,3927.03
0,3927.06,3927.5,3926.53,3926.66
1,3926.72,3926.97,3926.13,3926.19
0,3926.28,3926.75,3926.22,3926.53
0,3926.47,3926.75,3926.06,3926.5
0,3926.47,3926.94,3925.38,3925.38
1,3925.31,3925.69,3923.78,3923.78
0,3923.94,3924,3923.47,3923.97
0,3924.13,3924.38,3923.34,3923.38
0,3923.28,3923.69,3922.31,3922.97
1,3922.94,3924.25,3922.94,3922.94
1,3922.91,3923.66,3922.88,3923.66
0,3923.63,3924.44,3923.53,3923.81
0,3924.19,3924.28,3923.25,3923.25
1,3923.06,3923.06,3922.19,3922.41
1,3922.47,3923.09,3922.47,3922.97
1,3923.03,3924.22,3923,3923.91
1,3923.88,3924.69,3923.84,3924.53
0,3924.56,3925.06,3924.56,3924.97
1,3925.03,3925.22,3923.28,3923.53
1,3923.56,3924.25,3923.34,3924.22
1,3924.19,3925.59,3924.19,3925.59
1,3925.84,3926.44,3925.53,3926.38
1,3926.31,3927.31,3926.31,3926.75
1,3926.69,3928.09,3926.69,3928
1,3928.03,3928.88,3928.03,3928.69
1,3928.78,3929.97,3928.78,3929.31
1,3929.28,3930.16,3928.84,3929.91
1,3929.81,3930.66,3929.75,3930.66
0,3930.59,3931.91,3930.59,3931.47
1,3931.38,3931.56,3929.75,3930.13
1,3930.09,3931.94,3930.09,3931.25
0,3931.16,3932.72,3931.09,3932.72
1,3932.97,3932.97,3931.47,3931.53
1,3931.59,3931.94,3931.22,3931.81
1,3931.88,3933.06,3931.81,3933
0,3933.28,3933.91,3933.19,3933.31
0,3933.25,3933.56,3932.16,3932.63
0,3932.5,3932.94,3931.25,3931.28
0,3931.03,3931.34,3930.22,3930.47
1,3930.31,3930.41,3929.78,3930.19
0,3930.13,3931.5,3930.13,3931.41
0,3931.56,3932.31,3931.03,3931.19
0,3931.47,3931.47,3930.19,3930.63
0,3930.59,3930.59,3929.53,3929.72
0,3929.59,3930.06,3929.19,3929.25
1,3929.19,3929.25,3927.63,3927.78
1,3927.72,3928.75,3927.72,3928.69
1,3928.75,3929.19,3928.44,3928.88
0,3929,3930.06,3929,3929.81
1,3929.63,3929.81,3927.75,3928.03
0,3928.13,3928.63,3927.97,3928.31
0,3928.25,3928.47,3926.38,3926.38
1,3926.75,3926.75,3924.06,3924.81
0,3924.97,3926.31,3924.88,3926.31
0,3926.16,3926.28,3925.5,3925.69
1,3925.47,3926.03,3925.16,3925.66
1,3925.63,3926.63,3925.44,3926.22
0,3926.19,3926.5,3926,3926.5
0,3926.56,3926.88,3925,3925
1,3924.97,3925.53,3924.34,3924.34
1,3924.38,3925.72,3924.34,3925.31
0,3925.44,3926.41,3925.41,3926.34
0,3926.31,3926.97,3925.31,3925.31
0,3925.41,3925.94,3925.09,3925.28
1,3925.25,3925.5,3924.84,3924.97
0,3925,3925.44,3924.28,3925.41
0,3925.47,3926.47,3925,3925.38
1,3925.56,3925.56,3924.56,3924.91
0,3924.75,3926.44,3924.75,3925.59
0,3925.28,3925.84,3925.03,3925.53
0,3925.59,3926.31,3923.53,3923.94
0,3923.84,3924.06,3922.25,3922.44
0,3922.56,3922.78,3921.19,3921.5
0,3921.53,3922.22,3920.16,3920.81
0,3920.78,3921.59,3920.38,3920.59
1,3920.72,3921.09,3917.91,3918.72
0,3919.25,3920.19,3918.97,3919.44
1,3919.47,3919.5,3917.06,3917.44
0,3917.47,3918.31,3916.63,3918.16
0,3917.97,3919.53,3917.53,3917.53
1,3917.56,3918,3916.69,3917.41
1,3917.44,3918.28,3917.28,3918.28
0,3918.34,3919.94,3918.31,3919.94
0,3919.97,3920.22,3919.72,3919.94
1,3919.91,3920.19,3917.38,3918.13
1,3918.09,3918.34,3917.75,3918.28
0,3918.31,3918.94,3917.81,3918.41
0,3918.25,3918.25,3917.22,3917.25
1,3917.13,3917.59,3916.19,3916.78
1,3916.84,3918.63,3916.81,3918.59
1,3918.63,3920.03,3918.19,3920
1,3919.94,3921.38,3919.72,3921.06
0,3921,3921.63,3920.91,3921.13
1,3920.91,3921.16,3919.41,3920
1,3919.97,3920.22,3919.22,3920.03
0,3919.91,3920.34,3919.44,3920.34
0,3920.22,3920.31,3919.03,3919.47
1,3919.25,3919.28,3916.97,3917.13
0,3917.03,3918.13,3916.88,3917.78
1,3917.63,3918.03,3917.16,3917.69
1,3917.59,3918.72,3917.59,3918.59
1,3918.72,3918.84,3917.69,3918.84
1,3918.97,3919.94,3918.81,3919.94
1,3920,3920.88,3919.78,3920.88
0,3920.94,3921.69,3920.94,3921.63
1,3921.53,3921.66,3920.66,3920.91
0,3920.78,3921.44,3920.59,3921.44
0,3921.47,3921.59,3920.69,3921.38
0,3921.31,3921.34,3919.06,3919.16
0,3918.81,3919.03,3917.44,3917.47
1,3917.22,3917.28,3915.34,3915.38
1,3915.22,3916.19,3914.94,3916.19
0,3915.97,3918.53,3915.66,3918.44
1,3918.41,3918.72,3917.59,3917.59
0,3917.06,3919.06,3916.56,3918.91
0,3918.97,3918.97,3917.09,3917.34
0,3917.31,3917.56,3916.53,3916.78
0,3916.59,3916.84,3915.78,3916.78
0,3916.75,3916.88,3915.41,3916.41
1,3916.34,3916.66,3915.75,3916.16
1,3916.31,3916.84,3916.03,3916.66
0,3916.59,3918.13,3916.53,3917.97
1,3918,3918.34,3917.59,3917.75
0,3918.28,3918.56,3917.38,3918.56
0,3918.66,3918.75,3916.34,3917.75
0,3917.59,3917.59,3916.28,3917.06
1,3916.81,3917,3916.22,3916.59
1,3916.72,3917.44,3916.41,3917.22
0,3917.25,3917.5,3916.25,3917.28
0,3917.66,3917.69,3916.41,3916.97
0,3916.84,3917.34,3916.75,3916.88
0,3917,3917.06,3916.16,3916.72
0,3916.81,3917.19,3916,3916.06
0,3916,3916.28,3915.53,3916.03
1,3915.94,3916.25,3915.53,3915.78
1,3915.94,3917.03,3915.63,3916.72
1,3916.84,3918.03,3916.66,3917.63
0,3917.91,3918.81,3917.13,3917.81
1,3862.22,3862.94,3856.97,3860.59
1,3860.38,3862.56,3860.28,3862.56
1,3862.44,3863.56,3862.22,3863.09
1,3863.13,3867.41,3862.81,3866.53
0,3866.72,3867.84,3865.75,3867.59
0,3867.41,3867.41,3861.41,3861.41
0,3861.06,3861.56,3858.41,3858.72
0,3858.66,3859.81,3857.53,3858.09
1,3858.34,3859.25,3856.75,3856.75
1,3857.38,3858.28,3856.47,3857.53
1,3857.41,3858.41,3857.31,3858
0,3858.03,3858.75,3856.31,3858.44
0,3858.5,3858.88,3854.69,3855.5
0,3855.25,3855.44,3852.88,3853.69
1,3853.5,3853.63,3851.91,3853.13
1,3852.53,3854.91,3851.81,3854.47
1,3854.59,3856.63,3854.44,3856
1,3856.31,3857.09,3855.66,3856.88
1,3856.94,3858.06,3856.84,3857.94
1,3858.16,3860.56,3858.16,3859.94
1,3860.09,3861.34,3859.28,3861.34
0,3861.38,3863.22,3861.28,3862.09
1,3862.06,3862.19,3860.78,3861.53
0,3861.72,3863.06,3861.69,3862.88
0,3862.84,3863.25,3861,3861
0,3861.09,3861.25,3859.44,3859.81
1,3860.03,3860.13,3857.16,3857.16
1,3857.22,3859.44,3856.41,3859.41
0,3859.44,3860.09,3859.28,3860.09
0,3860.19,3860.19,3857.72,3857.88
1,3857.56,3857.56,3853.91,3854.41
0,3853.53,3855.16,3852.78,3854.69
1,3854.19,3854.47,3852.63,3854.13
1,3854.06,3857.03,3853.97,3856.91
1,3857,3857.91,3856.53,3857.91
0,3858,3859.25,3857.25,3859.25
0,3859.03,3859.63,3858.88,3859.16
1,3859.09,3859.66,3858.56,3859.13
0,3859.34,3861.19,3859.19,3861.03
0,3861.09,3861.09,3859.66,3860.13
0,3860.44,3860.53,3858.88,3859.56
0,3859.47,3859.81,3858.5,3858.75
0,3858.56,3858.56,3857.66,3857.75
1,3857.69,3857.69,3856.34,3856.81
1,3856.78,3858.56,3856.66,3857.69
0,3857.59,3858.66,3856.44,3858.22
0,3858.41,3858.53,3857.88,3857.97
0,3857.94,3858.13,3857.13,3857.28
0,3857.09,3857.09,3856.31,3856.75
1,3856.94,3857,3855.5,3855.81
1,3855.91,3857.59,3855.84,3857.59
0,3857.38,3858.09,3857.19,3858.09
1,3858.06,3858.5,3856.41,3856.66
0,3856.72,3857.88,3856.59,3857.69
0,3857.72,3857.72,3857.06,3857.5
0,3857.44,3857.63,3856.97,3857.47
1,3857.63,3857.69,3855.19,3855.31
0,3855.47,3857,3854.84,3856.75
1,3856.81,3857.03,3856.13,3856.31
0,3856.34,3856.53,3855.47,3856.38
1,3856.22,3856.94,3855.69,3855.72
0,3855.38,3855.84,3854.5,3855.75
1,3855.53,3855.53,3854.19,3854.63
1,3854.59,3855.19,3854.28,3855.16
0,3855.06,3855.91,3854.94,3855.5
0,3855.44,3855.44,3854.63,3854.78
0,3854.53,3854.63,3853.53,3853.91
1,3853.94,3853.97,3852.91,3853.69
1,3853.72,3854.59,3853.47,3854.44
1,3854.66,3855.16,3854.19,3854.78
1,3854.53,3855.06,3854.22,3855.06
1,3855.13,3855.91,3854.41,3855.75
0,3855.91,3857.59,3855.59,3857.16
0,3857.44,3857.44,3855.78,3856.91
1,3856.97,3856.97,3855.66,3856.03
0,3855.97,3857.13,3855.75,3856.91
0,3857.03,3857.03,3855.34,3855.38
0,3855.19,3855.31,3853.66,3854.78
1,3854.94,3854.94,3853.69,3854.44
0,3854.41,3856.16,3853.59,3856.09
1,3856,3856.03,3854.69,3855.88
1,3855.84,3856.84,3855.28,3856.84
0,3856.81,3857.91,3856.38,3857.16
1,3856.81,3856.84,3856.25,3856.66
0,3856.56,3857.69,3856.44,3857.31
1,3857.34,3857.81,3855.81,3855.94
0,3855.88,3857.41,3855.25,3857.31
0,3857.22,3857.22,3855.41,3856.13
1,3856.03,3856.03,3854.94,3855
0,3855.09,3855.66,3854.34,3855.03
0,3855.09,3855.13,3853.56,3854.63
0,3854.53,3854.59,3853.28,3854.34
1,3854.38,3855,3853.16,3853.63
1,3853.47,3854.34,3853.47,3854.09
0,3854.16,3854.47,3852.44,3854.31
1,3854.19,3854.22,3853.41,3854.03
1,3853.94,3855.03,3853.56,3854.75
0,3854.97,3856.13,3854.81,3856
0,3855.41,3855.72,3854.84,3855.66
0,3855.56,3856.06,3854.91,3855.66
0,3855.91,3856.72,3855.13,3855.59
0,3855.44,3855.72,3854.91,3855.13
0,3855.06,3855.44,3854.25,3855.06
1,3855.19,3855.69,3854.94,3855.06
0,3854.94,3856.84,3854.88,3856.84
0,3856.94,3856.94,3855.28,3855.28
1,3855.31,3855.78,3854.63,3855.28
1,3855.59,3856.56,3855.16,3856.53
1,3856.63,3857.13,3856.31,3857
0,3856.78,3857.66,3856.75,3857.66
0,3857.5,3857.66,3857.06,3857.47
0,3857.38,3857.66,3857.09,3857.38
0,3857.41,3857.5,3855.91,3855.91
1,3855.84,3855.84,3854.97,3855.59
0,3855.69,3856.69,3855.31,3856.41
0,3856.59,3856.59,3855.75,3856.38
1,3856.34,3856.34,3854.88,3854.97
1,3854.94,3855.34,3854.59,3855.34
1,3855.47,3857.28,3855.22,3857.19
1,3857.34,3857.5,3856.5,3857.5
1,3857.41,3857.72,3857,3857.63
1,3857.53,3858.63,3857.03,3858.63
0,3858.56,3859.31,3857.97,3858.75
0,3858.84,3858.84,3857.25,3857.25
0,3857.28,3857.28,3856.75,3857.09
1,3857.22,3857.22,3856.25,3856.41
1,3856.53,3857.16,3855.97,3857.16
0,3857.31,3857.88,3857.19,3857.75
0,3857.72,3857.94,3856.91,3857.13
0,3857.16,3857.16,3856.59,3857
1,3856.94,3857.06,3856.03,3856.41
0,3856.34,3856.56,3856,3856.53
1,3856.47,3856.47,3855.56,3856.41
1,3856.38,3856.88,3856.19,3856.75
0,3856.84,3857.66,3856.59,3857.09
1,3857.22,3857.22,3856.31,3856.53
0,3856.63,3856.84,3856.19,3856.84
0,3856.78,3856.94,3856.28,3856.72
0,3856.69,3856.69,3855.34,3855.63
1,3855.38,3855.59,3854.88,3855.44
0,3855.5,3856.16,3855.31,3856.13
0,3856.03,3856.03,3855.31,3855.41
1,3855.5,3855.5,3854.47,3855.13
0,3855.16,3856,3854.78,3855.94
1,3855.84,3855.84,3854.91,3855.09
1,3855.06,3855.84,3854.72,3855.84
0,3855.91,3856.16,3855.34,3856.03
0,3855.94,3856.13,3855.66,3855.81
0,3855.78,3856.09,3855.25,3855.28
0,3855.31,3855.44,3854.34,3854.34
0,3854.31,3854.5,3851,3851
1,3851.19,3851.19,3850.34,3850.97
0,3850.84,3852.16,3850.63,3851.91
1,3851.81,3852.25,3851.28,3851.63
1,3851.66,3852.53,3851.22,3852.53
1,3852.56,3853.31,3852.31,3853.19
0,3853.22,3853.47,3852.91,3853.44
1,3853.41,3853.66,3853.13,3853.16
1,3852.88,3853.63,3852.81,3853.47
1,3853.56,3853.56,3852.84,3853.53
0,3853.56,3853.91,3853.28,3853.69
0,3853.78,3853.78,3853.16,3853.41
0,3853.53,3853.53,3852.38,3852.41
0,3852.53,3852.53,3851.88,3851.97
1,3851.94,3852.06,3851.69,3851.69
1,3851.72,3851.97,3851,3851.97
1,3852.09,3852.34,3851.56,3852.25
1,3852.09,3852.91,3852,3852.91
1,3852.88,3853.47,3852.72,3853.25
1,3853.38,3854.22,3853.34,3853.94
0,3853.78,3854.38,3853.5,3854.19
0,3854.25,3854.97,3853.88,3854.16
1,3854.22,3854.38,3853.22,3853.34
0,3853.28,3853.84,3853.28,3853.56
0,3853.59,3853.59,3853,3853.03
0,3853.09,3853.09,3852.22,3852.28
0,3852.34,3852.38,3851.19,3851.63
0,3851.69,3851.81,3851,3851.13
0,3851.06,3851.28,3850.75,3851.03
0,3850.97,3851.28,3850.47,3850.88
0,3850.91,3850.97,3849.78,3849.94
0,3849.91,3849.94,3848.63,3849.31
0,3849.28,3849.28,3848.22,3848.53
1,3848.56,3848.66,3848.03,3848.19
1,3848.16,3848.94,3848.13,3848.59
1,3848.66,3849.16,3848.31,3848.69
1,3848.75,3850,3848.59,3849.88
1,3849.84,3851.13,3849.78,3850.75
0,3850.84,3851.31,3850.5,3851.28
0,3851.34,3851.38,3850.56,3851.03
0,3850.91,3850.94,3849.41,3849.53
0,3849.28,3849.47,3849,3849.38
0,3849.41,3849.44,3848.88,3849.09
1,3849,3849.03,3848.72,3849
0,3848.94,3850.94,3848.84,3850.88
1,3850.84,3850.84,3850.03,3850.53
1,3850.31,3851.19,3850.22,3851.13
1,3851.03,3851.72,3851.03,3851.59
1,3851.53,3852.28,3851.31,3852.09
1,3852.03,3852.59,3851.59,3852.34
1,3852.25,3853.78,3852.19,3853.72
1,3853.84,3854.63,3853.81,3854.19
1,3854.13,3854.63,3853.84,3854.63
0,3854.66,3855.19,3854.53,3855.16
0,3855.03,3855.34,3854.5,3854.66
0,3854.69,3855.63,3853.47,3853.5
1,3853.53,3853.88,3853.13,3853.44
1,3853.47,3854.97,3853.34,3854.53
1,3854.47,3856.25,3854.22,3856.25
0,3856.31,3857.78,3856.09,3857.66
1,3857.59,3857.59,3856.28,3856.38
1,3856.41,3858.28,3856.25,3858.28
0,3858.25,3858.41,3857.88,3858.41
1,3858.38,3858.5,3856.91,3857
0,3856.94,3857.84,3856.81,3857.63
1,3857.66,3857.84,3857.19,3857.47
1,3857.44,3857.69,3857.19,3857.56
0,3857.53,3858.5,3857.38,3858.41
1,3858.38,3858.69,3857.81,3857.91
0,3857.84,3858.31,3857.22,3858.25
0,3858.22,3858.28,3857.78,3857.94
1,3858,3858.06,3857.09,3857.31
1,3857.38,3857.66,3857.03,3857.66
1,3857.72,3859.16,3857.66,3859.06
0,3858.97,3859.78,3858.69,3859.56
1,3859.28,3859.34,3858.72,3858.97
1,3859.06,3859.78,3859,3859.44
1,3859.5,3859.69,3859.22,3859.47
0,3859.53,3862.22,3859.31,3861.75
0,3861.69,3862.06,3861.06,3861.44
0,3861.41,3861.66,3860.88,3860.88
0,3860.81,3861.03,3859.63,3859.66
1,3859.72,3859.75,3858.53,3858.56
0,3858.75,3859.03,3858.38,3858.72
1,3858.78,3859.03,3858.25,3858.41
1,3858.63,3859.56,3858.56,3859.38
1,3859.19,3860.13,3859.19,3859.97
0,3860,3860.66,3859.69,3860.66
1,3860.63,3860.78,3860.31,3860.63
0,3860.59,3861.56,3860.41,3861.53
0,3861.5,3861.59,3860.91,3861.19
0,3861.09,3861.09,3860.47,3860.81
0,3860.72,3861.03,3860.09,3860.66
0,3860.81,3860.81,3859.88,3860.09
0,3860,3860.06,3858,3858.09
0,3858,3858,3857.22,3857.34
1,3857.25,3857.25,3855.81,3856.09
0,3855.94,3856.59,3855.84,3856.22
1,3856.13,3856.5,3855.88,3856
1,3856.03,3857.19,3855.75,3857.16
0,3857.22,3858.44,3857.03,3857.53
1,3857.56,3857.69,3856.97,3857.44
0,3857.34,3857.75,3856.94,3857.47
0,3857.31,3857.75,3856.78,3857.13
0,3857.09,3857.09,3856.56,3856.91
0,3856.72,3857.22,3856.53,3856.69
1,3856.47,3857,3856,3856.41
0,3856.44,3857.31,3856.41,3856.63
1,3856.59,3856.59,3855.84,3855.97
0,3856,3857.16,3855.88,3856.91
0,3856.97,3857.22,3855.91,3855.94
0,3855.91,3856.09,3855.5,3855.63
0,3855.59,3855.59,3853.94,3853.94
0,3853.91,3854,3853.56,3853.81
0,3853.94,3854,3852.69,3852.72
1,3852.69,3852.69,3852.13,3852.34
1,3852.41,3853.59,3852.22,3853.59
1,3853.5,3854.09,3853.28,3854.03
1,3854,3854.47,3853.97,3854.47
0,3854.56,3855.69,3854.38,3855.31
0,3855.38,3855.38,3853.59,3853.59
0,3853.66,3853.69,3853.06,3853.09
0,3853.19,3853.19,3852.19,3852.34
0,3852.22,3852.22,3849.56,3849.56
0,3849.5,3849.63,3848.91,3849.13
0,3849,3849,3847.66,3848.56
0,3848.59,3849.25,3848.5,3848.56
1,3848.72,3848.78,3847.94,3848.03
1,3848,3848.22,3847.59,3848.09
1,3848.06,3849.34,3847.78,3849.22
0,3849.06,3850.09,3849.06,3849.94
0,3850,3850,3848.38,3848.41
0,3848.5,3848.5,3847.44,3847.88
1,3847.91,3847.91,3847.25,3847.78
0,3847.75,3848.53,3847.66,3847.88
0,3847.78,3847.97,3846.94,3847.03
0,3847,3847,3845.56,3846.44
0,3846.53,3846.72,3845.88,3846.16
1,3846.13,3846.13,3844.81,3845.25
1,3845.13,3846.75,3845.13,3846.5
1,3846.41,3847.16,3846.41,3847
1,3847.06,3847.53,3846.72,3847.41
1,3847.44,3847.56,3847.19,3847.47
1,3847.56,3848.22,3847.44,3848.22
0,3848.13,3850.19,3848.09,3849.84
0,3849.63,3849.63,3848.34,3848.91
0,3848.81,3848.94,3847.03,3847.09
0,3847,3847.34,3846.75,3846.78
1,3846.66,3846.66,3845.63,3845.63
1,3845.53,3846.44,3845.28,3845.69
